uid,type,ifpic,r1,r2,r3,g1,g2,g3,b1,b2,b3,asm,con,eng,idm
12203,0,1,0.8830554349031762,1.519883937367541,-1.7125251451095422,1.0481620223956716,1.2952993081970128,-1.6360145303367841,1.1108208365986993,1.1266957832638538,-1.4794158706664229,1.170704288826209,0.4492673761389049,0.6859077108070587,0.8647296038292589
12227,0,1,0.9226226180936089,0.8437275304069651,-1.0121525903562325,0.832049680890333,1.4427790637991804,-1.306369175551406,0.8505345287849431,1.3442936230903246,-1.2111227768750965,0.46551889004380004,0.4961415264411664,1.0940707362597653,0.8419862773778757
12418,0,1,1.1043501349765104,-0.2328983786198564,0.07342797380841552,1.055395995987772,0.38420774143401126,-0.5007323323573462,0.8045271526882667,1.2388876834778648,-1.1643387933773253,-0.06768073902815905,-0.31349509283449517,1.2039374320413072,0.8877556381195875
12490,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
12611,0,1,0.7758991297822071,0.47054427677014304,-0.3840286765908405,-0.089543735525702,0.9092691785401729,1.8780786402029213,-0.25760809423997166,0.42024146689123204,1.6754954151249248,-0.6054460788893286,0.5334121922912552,2.2371985925821574,0.5868493183837485
12661,0,1,1.0480266774138132,0.34542130944732674,-0.4193931906580812,0.8946531410006953,1.5184574554509889,-1.4927356505768143,1.0087449645844526,1.1231862371385166,-1.1772557662797647,0.8064346442998821,1.3998694279089232,0.7579658314129941,0.856907330945897
12704,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
12799,0,1,0.5430246720586343,0.9187839439134158,-0.7094678053709677,0.5036181487759648,0.6338891372517048,-0.37920957303358394,0.36570437547210066,0.5498584066157631,-0.25458344277334416,-0.6986090508334848,-0.06349009728946,2.3375778575313118,0.576650872953982
12958,0,1,0.949725903472358,0.5100978099186615,-0.4222257283040206,0.7108703944698178,1.671709550556981,-1.286287093201249,0.8452399515109086,1.2411278281959193,-1.0006964064463335,0.49154047918536337,1.002039368117984,0.8985477970826831,0.8479485176656588
12975,0,1,0.3313637874043888,1.139139052383895,-0.6514959499918569,0.4630756137183218,0.8493792286239532,-0.5055649711986112,0.865236408096895,0.04476764061138795,-0.13724526715999827,-0.4429471259515811,-0.34779325159224556,1.604051190985675,0.8507897806906168
13732,0,1,0.940289438699733,0.608847908003436,-0.9207967535808312,1.0423942532042052,0.6972928707475056,-1.1401633009946188,1.1696385181338438,0.3475746538417994,-0.8151667205333566,0.08823441933659215,0.3524894048441193,1.2223719632875591,0.7906148417795037
14127,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
14326,0,1,1.1719499119888983,-0.1345494977515687,-0.18276688235273225,1.0503806638343027,1.0778777636457268,-1.4070630918671763,1.098889233800547,0.9446375645217546,-1.2796289215468353,0.7848058449319245,-0.012528749735238832,1.0077844079478493,0.8113001995952457
14340,0,1,1.2827660060935804,-0.6633685083726363,0.36824254661864003,1.253067891981313,0.10994069432608891,-0.4410372992751815,0.8964336552214769,1.4500872507808829,-1.40572072317662,0.8230880862354519,-0.4439424233098056,0.6671707158743101,0.9721503624410764
14360,0,1,1.1045935804335916,0.6881470080088514,-1.182915018472575,1.1483232175893399,0.7918226399521786,-1.1357557058769399,1.1263015544278767,1.0117364940833475,-1.3327065870748627,1.0323272478818637,1.0806107334721944,0.8484554931589271,0.8060706718652909
14410,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
14640,0,1,0.8428600651479443,0.3879682586097586,-0.6343375475106038,0.8775010193828694,0.29470092320860053,-0.49972171173047314,0.48231492427159905,0.45021721848092366,-0.38881951542432847,-0.6581687587609064,-0.012614495132130343,2.0796417331156327,0.7112430267491079
14668,0,1,0.810731518883015,1.4169906468399875,-1.62676637954013,0.556392276373044,1.2777830599805284,-0.6930134192630175,0.4518888924487398,1.4372994538084527,-0.634234713915645,-0.4978194427972242,0.9910067937175714,1.9866022318854812,0.7689112626856416
15191,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
15440,0,1,0.5846184054907445,1.0041900759218703,-0.6934782208225823,0.6199380291533386,1.0724906881213185,-0.7920164541290986,0.5638525831847775,0.8074140468304215,-0.5142770448122191,-0.5869110144073237,-0.3390472211090221,1.9775205236147828,0.7680766582564021
15782,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
16038,0,1,0.8380085284223833,1.470491876783347,-1.472160437913163,1.3233089871981918,-0.05754472553653246,-0.41076532454472303,1.509645110284857,-0.6354491154510719,0.15178685738026398,0.9735561011429774,-0.3923236943793914,0.5377239419985232,1.0248759620478551
16044,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
16221,0,1,0.22036887323037588,1.225189252869686,0.1649827641902767,0.1437840959686998,0.8153304309436754,0.18747849379390114,0.09195470675845091,0.44156660782607043,1.4193615344634198,-0.7678326726065979,-0.349765395720819,2.256026540669912,0.6516853471763652
16230,0,1,0.7080913470415047,1.7794963612834154,-1.73670428696843,0.7720133882604063,1.6384699817460315,-1.534423328181736,0.7558480936649628,1.5396912949962407,-1.3701264063874103,0.24923668084831588,1.2355526656603313,1.3437516919859822,0.7160045905046464
16295,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
16348,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
16489,0,1,1.1905865766757062,-0.46875362789572633,0.20566778288309598,0.21827835651176572,1.873788997541929,1.9846306010537123,0.29443366319839687,1.5622000415843016,1.8102749414895332,0.02539800732248933,1.287828775966939,1.235245324798703,0.7702265878790229
17429,0,1,0.5278849589089853,1.2747010305620017,-0.859609073318758,0.365551440902516,0.7364317161915915,-0.05222886936698423,0.14441437245688848,0.09123393115791148,1.015790732668849,-0.7014639566431367,-0.3174107992926717,2.082186469099759,0.6774238840619015
17462,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
17491,0,1,1.24873992873026,-0.2499722105943693,-0.22923418711102794,1.3156424122055985,-0.038162830770314134,-0.4346389105429949,0.953838246709544,1.269371907757627,-1.3875702667984113,0.6482730026750815,-0.33510293285188075,0.9104795876461311,0.9071427292454938
17592,0,1,0.5707498899324004,1.1330800337147575,-0.7660705746175666,0.4876138928119276,1.0561566917844176,-0.38031960557476047,0.5015272060895076,0.7673690956509165,-0.22240662617716248,-0.6752961778137707,-0.17490194965422187,2.146790381006543,0.7065565675021609
17842,0,1,0.6287635677618165,1.9503599610962812,-1.652285734158974,0.9435837523486401,1.1035126936096347,-1.0854981853792693,1.1317635883357946,0.4894844555783577,-0.6614186947145045,0.26811083879681324,1.7311896415087886,1.413884367406903,0.5606163707576185
18045,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
18213,0,1,0.22180059194609295,0.4669682504990405,0.15158496876079058,0.05368200600449375,0.33124910629986903,1.281669858447526,-0.23117129108984574,0.1732213697419654,1.358959775325069,-0.7637828326221809,-0.47092364153256955,2.166212860397474,0.6691536444815464
18445,0,1,0.041967363310584024,1.3786835250145437,2.1344289565270684,-0.04178219578255017,1.1432455482478991,2.2098819440370843,-0.1085274754340691,0.9263263079539815,2.088580110290497,-0.6263363048165639,-0.3759177417736008,1.8420394994211666,0.8239550221271085
18731,0,1,0.45706503085535866,1.0882861679745317,-1.1519705734767494,0.584061302280254,1.2017384051818334,-1.2547848229300371,0.38205922201229175,0.855702006414162,-0.3478282849209041,-0.49681136498600614,-0.43671122817171326,1.6728180919674929,0.9207518425833437
19018,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
19463,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
19501,0,1,0.272993859229596,0.7401255899977307,-0.5256889855780562,0.35684502586536926,0.566612051718998,-0.4662949903858087,0.3339313214698566,0.5122729510854586,-0.016211796124248515,-0.752320789833875,0.029229258552325166,2.3455140041333014,0.6268232891594967
19936,0,1,1.160640005868155,0.2220270703656752,-0.7552798447110316,0.953582482988183,1.472966800889697,-1.6623171001768264,1.0335290546135227,1.1811737593872933,-1.3935164874990906,0.7442160327110338,1.055344423187321,0.9425128859298184,0.8413981055216155
20144,0,1,1.1578824243585915,-0.1670768607128744,-0.09650889786364258,1.2003334319867012,0.18696368039848194,-0.5055909907032301,0.909740486096375,1.0173765378239692,-1.0511849867566094,0.20638837818077885,0.10317037247424186,1.4145356227958887,0.6317331968557948
21112,0,1,0.49141446678964484,1.218323320869707,-1.0986647034247043,0.5178096701517761,0.621563957741378,-0.6409423586244497,0.2515767079619372,-0.3247012432299161,0.07540643863249336,-0.6230522954628571,-0.16907126266540146,2.0182315220803653,0.6856182530477382
21213,0,1,1.0038567304958261,0.583970717491108,-0.8280582067162439,0.7366171632889075,1.6122038738653304,-1.3460087715409335,0.6874607356016871,1.5762530937469388,-1.1518084756045874,0.1185262723623473,1.3789475510666955,1.5450175050906503,0.7130812790328673
21371,0,1,0.9495877170275192,-0.09454743598410197,-0.17339720447069806,-0.31826605881350517,1.341904069486056,2.500354161140131,0.03953501060262242,0.6188153417692025,1.9362683796478857,-0.7186762305646921,3.2955391618861167,2.327977363352362,0.28129170866150455
21693,0,1,1.1010655901797353,0.9518185547419773,-1.5477520110263348,0.8334542632921652,1.8484627159307085,-1.786142765863115,0.8969431401242626,1.6262009980989354,-1.6187393846484701,0.9006749325764585,1.2081998840510286,0.7531939553478966,0.8878610622285503
21811,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
21916,0,1,0.5450313019298941,1.1507389606973604,-0.9714195980478479,0.6765531781817868,0.9401596395690889,-0.8816866916751389,-0.10166149933767736,1.053416467384766,1.8570458810347612,-0.8174321693097918,0.27374654869612025,2.715676048310559,0.3901482867538672
22149,0,1,0.9041302345393075,1.5083248282831854,-1.8323935402479012,1.0679254420481783,1.2861397408704776,-1.7501485446516136,1.1305959375937809,1.1204294536427715,-1.5858209677463166,1.4818279019603293,3.2289648284162213,0.2828006387355577,0.8833443587213448
22360,0,1,1.1588423082540666,-0.2521755867052762,-0.016872776447293465,0.9982811349609455,0.6902696978081907,-0.8664720546294175,0.8840385609207408,0.9328430781810421,-0.957196701676005,-0.10130270199261977,-0.14606291449874678,1.6468760472042208,0.68349128639069
22475,0,1,0.9497560156601987,1.2490687194842773,-1.4878856813475845,1.1037897225526365,1.106562237433688,-1.4888527474711484,1.156708274104795,0.9820208675475653,-1.3698366983511066,1.166824915833869,1.1969386552588976,0.7504356612840849,0.8202968892383602
22476,0,1,-0.09885552597733041,0.3282543285173174,1.9107968072978758,0.6035358497557451,-0.25545804227650826,1.309578875170687,0.9254565071774127,-0.4737358902506453,0.9930855766404603,0.29001036954703097,-0.5914816695660616,0.46318399230256085,1.1507472565101384
22734,0,1,0.09906609389407181,0.7678167215374017,1.3908341894646097,-0.22890650122819475,0.30456752727333525,1.4969910807111624,-0.498697874881192,-0.043648977919867285,1.4452444035258238,-0.6497606606197828,-0.48812988450937406,1.776617635782456,0.7898170894725384
22748,0,1,-0.4282817027932434,0.15935331193689822,0.9011741424013789,0.10734503717132929,0.2800224929431827,-0.17398552306043347,-0.09561628944377816,-0.049208760017158286,-0.012791080268981514,-0.8092138197742406,0.6584289809632551,2.6696672684870175,0.42740837529525805
22787,0,1,-0.1299558568436078,0.933046043452898,2.0053647404920705,0.4483856277530148,0.6814211407843236,-0.8965250562898814,0.8621101274191042,1.1686373277296507,-1.356079693726884,-0.4681393427815804,0.01493835906992632,1.689683672956208,0.8879414408053851
22930,0,1,-0.06856544459618136,1.6016642605810676,2.206968169203818,-0.06360361832980575,1.3480780743063667,2.0730020270095144,-0.11687845391045025,1.1314584274809554,1.9485738695225172,-0.658940373875666,-0.09944600038716825,2.1557012538901774,0.5902802855528271
23061,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
23428,0,1,0.37134281267159613,1.7697101233844839,-1.2333949321341942,0.39863297395142205,1.4555780913605691,-1.0001977822537857,0.6783382877163997,1.122673198664755,-0.96835352011597,-0.6782396037581232,-0.04031025832901368,2.119149386034556,0.6793069367127397
23432,0,1,0.6367368118375988,0.8932666464968574,-0.9063046072145801,0.7799267007299824,0.6939077722553031,-0.8680332733905318,0.8372576825576904,0.5740094185958318,-0.7747748128685487,-0.6835550187376704,0.5810008875676339,2.222252182993622,0.5958816966865317
23817,0,1,0.18891159712207947,1.4240341616415062,-0.8562950414172958,0.8183044824127238,0.46492764829444994,-0.4084447718321977,1.2579034106212585,-0.15623452658285633,-0.12381271362362853,-0.5313608612034811,-0.2791683522777801,1.517176260867978,0.8507945869036391
24127,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
24208,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
24261,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
24854,0,1,0.9716851006390631,-0.03951501962307679,0.9278686857437399,0.12908338228700228,2.081404070209713,2.178013927215561,0.2876268940757453,1.607965752833282,1.8936574416650827,0.5950901933904537,0.7990514318700287,0.5659285288234936,0.9638674632682368
24908,0,1,0.6819407649595917,0.9586368086742287,-0.8472639295049184,0.23316992375250437,1.1009269765059926,-0.454472615719027,-0.5644384525218173,0.23216867309889896,1.7193268895936138,-0.7485212602501569,-0.3300725362340774,2.229123018044481,0.6206588228170987
25180,0,1,0.9490935475277038,1.1201555965429169,-1.425938765451181,0.7929324352219733,1.8495112194270238,-1.657560254699816,0.8784266037745969,1.5192831226883907,-1.4055160613043582,0.6872979366731196,2.6608983982355445,0.8054975825582154,0.9025271687543921
25903,0,1,1.1923847375542227,-0.5216925982551744,0.31878284272168106,0.42481533795232335,1.4581783916559818,1.8021971598589963,0.12218202676386468,1.9619792162642151,2.0470165799862623,-0.0013638204900525966,0.6771214774862292,0.9809736086586531,0.8225657794834988
26074,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
26127,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
26265,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
26292,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
26302,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
26838,0,1,0.4760704540271078,2.255465491612662,-1.5833839032926333,0.592445636343908,2.026146790866738,-1.4906473444542907,0.6457861410897466,1.8027875929185817,-1.3466647899007316,0.020348941540324576,6.46959460108786,1.4411991125771555,0.5444768096951765
27311,0,1,0.7019924708426971,1.3338621839436773,-1.079577515177587,0.604416520426876,1.0762371087419462,0.826301717809732,0.6473082431185173,0.9698736841176553,-0.16678125135875976,-0.3862074724822279,-0.036480297267731596,1.7396850945176034,0.7468028639036675
27806,0,1,1.2475829276009351,-0.5269173317761731,0.31476443805557014,0.7041348739264157,2.066782369640992,-1.7336127869960147,0.7954640139141463,1.6974984829606434,-1.4483289449169952,0.6038611709130185,2.6026344071296235,0.832842781732501,0.8035101521319526
27819,0,1,0.9784665969729974,0.4948887389366578,-0.7553376103756047,0.9059102577210271,0.8359403251320054,-0.8845334870072901,0.692417858536121,1.1022431660572694,-0.8076766079737211,-0.2695849119683675,0.2902382466988052,1.8956444333960976,0.583967744815527
28071,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
28129,0,1,0.24620883651310163,1.2935940200302842,1.4885780911908788,0.2910494464243781,1.0837152970447574,1.699623426574845,0.23791260238713072,0.8623588047549129,1.6537465350404614,-0.6900667701911462,-0.4143888431802108,1.9825528883140355,0.8466334157288876
28690,0,1,0.563375183498005,1.4805638375018255,-1.4752044587467357,0.015032788148894033,1.0608063403668186,1.174767904907482,-0.12908576300262867,0.4943859722040479,0.2227825737961466,-0.7303553510229648,0.19866216281561186,2.4231263782060535,0.48240652964792713
28784,0,1,0.8033549593909062,1.2415500909991901,-1.1862713468241617,0.7211867154108763,1.0829001658164426,-0.5183003300535919,0.7562701656966471,0.9863669116664614,-0.5562349015975494,-0.19120418901338412,-0.00944191544704126,1.5831397937722576,0.74744037490377
28789,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
29408,0,0,-1.036753354948836,-0.8507196354406016,0.5551296586404546,-1.0225225022952023,-0.9853551976152309,0.5240074236432261,-0.9986090354236703,-0.9753546473043663,0.5051137590054576,-0.9023889741923803,-0.6821431358823818,-0.9836186230156516,-1.0986560264405116
29428,0,1,0.05605569784016503,1.5254697650272182,1.5998837283206133,0.15243712190567055,1.1721292239863927,1.6454084485522738,0.12165729543007307,1.0337418741500983,1.5875640056340103,-0.7114196671986655,-0.06297562490809368,2.3159427231147576,0.582916837787098
29523,0,1,1.2496484892389996,-0.5341350775044124,0.3195092118709703,0.7086621094974279,2.063392062237629,-1.7399444250661977,0.8027936181666291,1.683317043950944,-1.443953616465912,0.6031680247102131,2.541662632972308,0.8699677344976338,0.8214807186347338
