uid,type,betweenness_centrality,degree_centrality,closeness_centrality,pagerank,degree,clustering,ego_betweenness_centrality,ego_pagerank
11277,off,-0.0217856156185381,-0.032507538871779075,1.3228619554444476,-0.017768358579522206,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
11282,off,-0.059776548766668075,-0.05701652080748794,0.7523358261243701,-0.02691657353142157,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
11299,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
11394,off,-0.059776548766668075,-0.05701652080748794,1.499195359233929,-0.04252489109662217,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
11403,off,-0.040780625899867695,-0.032507538871779075,0.9904060047527989,-0.002900209525732856,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
11687,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12024,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12203,off,-0.05955703788501408,0.11454635274247374,1.567226874465191,0.023272041839293607,0.11454635274247349,5.0221835202772755,0.613837099923853,0.2315382046166354
12227,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12418,off,-0.059776548766668075,-0.05701652080748794,1.6541213008326046,-0.04151126072066047,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
12490,off,-0.059776548766668075,-0.05701652080748794,1.415574223334547,-0.042524491932550895,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
12611,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12661,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12704,off,-0.059776548766668075,-0.05701652080748794,1.475972618554377,-0.04314651454077058,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
12799,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12958,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
12975,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
13732,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
14127,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14326,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14340,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14360,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14410,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14640,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
14668,off,-0.059776548766668075,-0.05701652080748794,1.2732739614656368,-0.03222407647848148,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
15191,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
15440,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
15782,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
16038,off,-0.059776548766668075,-0.032507538871779075,1.6551995406187527,-0.0313212121081923,-0.03250753887177916,15.880303031033876,-0.5435326535625803,0.6942272255222437
16044,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
16221,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
16230,off,-0.05968066274509351,-0.032507538871779075,1.4187733381346301,-0.030208576833771025,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
16295,off,-0.059776548766668075,-0.05701652080748794,1.475972618554377,-0.04314651454077058,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
16348,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
16489,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
17429,off,-0.058744796858921124,0.01651042499963853,1.5281759515600246,-0.00749965554740647,0.016510424999638392,2.5457702985257664,1.4818644150386782,0.9248085331549104
17462,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
17491,off,-0.059776548766668075,-0.05701652080748794,1.3196612804711954,-0.04242806593159779,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
17592,off,-0.0404026864299232,0.01651042499963853,1.3942909312720937,0.011325693926445703,0.016510424999638392,-0.12113624797584248,1.8869438287589309,1.3157894011348592
17842,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
18045,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
18213,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
18445,off,-0.027929194329320377,0.23709126242101747,1.771614918120752,0.07683542860507354,0.23709126242101733,-0.12113624797584248,1.8869438287589309,1.270276127555712
18731,off,-0.059776548766668075,-0.05701652080748794,1.3705218258845784,-0.043045390994278114,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
19018,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
19463,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
19501,off,-0.05341778220773408,0.041019406935347065,1.4924790046100707,0.007879680174514198,0.04101940693534716,-0.12113624797584248,1.8869438287589309,1.3039774649473046
19936,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
20144,off,0.0006015352144412171,0.11454635274247374,1.7670263889122129,0.04442526473604046,0.11454635274247349,3.8792235717765875,1.120186367074167,0.3996790726114174
21112,off,-0.059776548766668075,-0.05701652080748794,1.315007513366357,-0.03279485283388535,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
21213,off,-0.059776548766668075,-0.05701652080748794,1.315007513366357,-0.03279485283388535,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
21371,off,-0.059299701626265834,-0.032507538871779075,1.4319549244214769,-0.023272484541715634,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
21693,off,-0.059776548766668075,-0.05701652080748794,1.315007513366357,-0.03279485283388535,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
21811,off,-0.059776548766668075,-0.05701652080748794,1.243678760706399,-0.04149568128587172,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
21916,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
22149,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
22360,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
22475,off,-0.058037077451540874,0.01651042499963853,1.5348571968411089,-0.006225325484607268,0.016510424999638392,-0.12113624797584248,1.8869438287589309,1.3157894011348592
22476,off,-0.059776548766668075,-0.05701652080748794,1.499195359233929,-0.04252489109662217,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
22734,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
22748,off,-0.04269480889166774,0.13905533467818232,1.6335538311874345,0.05144256639190441,0.13905533467818226,1.6568014496919024,1.4818644150386782,0.6880805888063424
22787,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
22930,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
23061,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
23428,off,-0.059776548766668075,-0.05701652080748794,1.614272744209225,-0.042214645639276,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
23432,off,-0.059776548766668075,-0.05701652080748794,1.0398486227326518,-0.03660407134963165,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
23817,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
24127,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
24208,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
24261,off,-0.059776548766668075,-0.05701652080748794,1.5441114804399216,-0.04240577980799681,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
24854,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
24908,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
25180,off,-0.05927460318464045,-0.032507538871779075,1.3136127461489093,-0.00988370899273695,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
25903,off,-0.040780625899867695,-0.032507538871779075,1.3131103475616914,0.0054523231888532276,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
26074,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
26127,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
26265,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
26292,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
26302,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
26838,off,-0.059776548766668075,-0.05701652080748794,1.2438907071448024,-0.029496817199429776,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
27311,off,-0.059716938931632234,0.01651042499963853,1.2299491361971242,0.021279270747998402,0.016510424999638392,7.879583391529017,0.0640864670177975,0.45200827629154644
27806,off,-0.059776548766668075,-0.05701652080748794,1.2145271954040133,-0.0296662439791275,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
27819,off,-0.059776548766668075,-0.05701652080748794,1.2145271954040133,-0.0296662439791275,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
28071,off,-0.059776548766668075,-0.05701652080748794,1.1775061247911522,-0.029079380684523395,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
28129,off,-0.029598475500453775,-0.032507538871779075,1.2478910764026145,-0.01718722755123429,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
28690,off,-0.059776548766668075,-0.05701652080748794,1.1775061247911522,-0.029079380684523395,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
28784,off,-0.024381631531575458,-0.007998556936070333,1.4159513176056853,-0.005534115889818934,-0.007998556936070381,-0.12113624797584248,1.8869438287589309,1.333491258016905
28789,off,0.8876511753217755,-0.007998556936070333,1.72876696565558,4.8192001629825576e-05,-0.007998556936070381,-0.12113624797584248,1.8869438287589309,1.333491258016905
29408,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
29428,off,-0.05967311882555098,-0.032507538871779075,1.4020780044636305,-0.03211548502003797,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
29523,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
31038,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
31433,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
32233,off,-0.05464512781375335,0.01651042499963853,1.4168002745962835,0.009032710925271704,0.016510424999638392,-0.12113624797584248,1.8869438287589309,1.3157894011348592
32361,off,-0.059776548766668075,-0.05701652080748794,1.175827687356704,-0.02963831293072272,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
33957,off,-0.059776548766668075,-0.05701652080748794,1.3884478086785832,-0.041509894571803256,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
34758,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35346,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35575,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35582,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35583,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35737,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
35969,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
36845,off,-0.05860542750126621,0.01651042499963853,1.4162656661992001,-0.007611606613584992,0.016510424999638392,-0.12113624797584248,1.8869438287589309,1.3157894011348592
38220,off,-0.059776548766668075,-0.05701652080748794,1.3714348558562672,-0.040985491799756746,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
39077,off,-0.059776548766668075,-0.032507538871779075,1.5817908169431625,-0.03201000086629618,-0.03250753887177916,15.880303031033876,-0.5435326535625803,0.6942272255222437
39662,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
39982,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
40240,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
40524,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
40760,off,-0.04078062589986775,-0.032507538871779075,0.8574608202960945,-0.0009320079348977781,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
41726,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
42295,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
42521,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
43401,off,-0.05822854481664906,0.11454635274247374,1.6386553296447477,0.029476383449815735,0.11454635274247349,1.0218237005248512,1.6699369999802227,0.9039612908403322
46680,off,-0.05962667807032703,-0.032507538871779075,1.5215347771767946,-0.03290582909012512,-0.03250753887177916,-0.12113624797584248,1.8869438287589309,1.362989003687208
51320,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
51436,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
53807,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
61928,off,0.08381443760755984,0.5066900637138146,1.835833673024717,0.21441846773044407,0.5066900637138139,1.1543407960031926,1.4803967360034584,0.3471834948885014
64368,off,-0.059776548766668075,-0.05701652080748794,1.1956667040730906,-0.04010437836579261,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
66420,off,-0.02901582906082522,0.06552838887105561,1.6850521238649105,0.007963475225881832,0.06552838887105594,2.012388989225448,1.4818644150386782,0.813268733861161
66596,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
80060,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
93955,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
94539,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
96618,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
98346,off,-0.0585713284441996,-0.007998556936070333,1.5622179240782823,-0.023282669156946507,-0.007998556936070381,-0.12113624797584248,1.8869438287589309,1.333491258016905
101093,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
105814,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
107126,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
108592,off,-0.021263269854008813,0.06552838887105561,1.2535391544355523,0.05534041480354484,0.06552838887105594,-0.12113624797584248,1.8869438287589309,1.2955472451273167
109286,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
116128,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
116689,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
119281,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
122452,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
134853,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
135095,off,-0.057389080243336096,0.041019406935347065,1.5529795104661028,-0.004582774854030467,0.04101940693534716,-0.12113624797584248,1.8869438287589309,1.3039774649473046
137889,off,-0.059776548766668075,-0.05701652080748794,1.624138770675396,-0.03949254995206728,-0.05701652080748793,-0.12113624797584248,-0.5435326535625803,1.4220005424271203
143068,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
144400,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
144766,off,0.01620440494412073,0.041019406935347065,1.204151458945657,0.08737252059196358,0.04101940693534716,-0.12113624797584248,1.8869438287589309,1.3039774649473046
146202,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
146779,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
150935,off,-0.058572119609747966,0.01651042499963853,1.565735072734698,-0.01425556344212328,0.016510424999638392,-0.12113624797584248,1.8869438287589309,1.3157894011348592
151606,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
151745,off,-0.05977335471752038,-0.007998556936070333,-0.6855951079514717,0.05644328673970737,-0.007998556936070381,-0.12113624797584248,1.8869438287589309,1.333491258016905
152263,off,-0.01806736272895215,0.06552838887105561,1.31700341582867,0.03664493788949498,0.06552838887105594,-0.12113624797584248,1.8869438287589309,1.2955472451273167
152431,off,-0.059776548766668075,-0.08152550274319668,-0.6864644672409361,-0.06291715108571218,-0.0815255027431967,-0.12113624797584248,-0.5435326535625803,-0.7613194082875049
